beta1_mgwfer,beta2_mgwfer,beta3_mgwfer,beta4_mgwfer,unit_id
1.608584453683605,1.292938366031972,1.625172419675452,-0.052742321477880966,122
1.6983429209561887,1.3242799975033626,1.6190053852529733,-0.03745815334876458,123
1.7859691629948775,1.369413631890741,1.6039197744899882,0.007631988210668243,124
1.8230851206709413,1.427294854687605,1.5777273572268016,0.031129515537940283,125
1.8092036235319338,1.4792697034269544,1.5514973912950667,0.07073962663317758,126
1.772660063570375,1.5252658666133836,1.538294127893404,0.13433236426688977,127
1.7585259364501153,1.5776521968866233,1.5400147682728011,0.1700557019060069,128
1.776475184767886,1.65027498624244,1.5617621832301147,0.14669235559554208,129
1.813183802685358,1.7301347815017198,1.589055945394921,0.07610480011022765,130
1.8247636621122882,1.81175229932576,1.6090847404239617,-0.025533718815644296,131
1.7826165195336359,1.8654521008082405,1.6224668137207485,-0.10115428971244217,132
1.6420163017380143,1.9027525309391982,1.6264302354532962,-0.1516518627577118,133
1.5361286754788397,1.927558575931277,1.6315777915425442,-0.16609480137521057,134
1.5204390627752098,1.3152504749604066,1.6127370812190536,-0.10453544536910263,135
1.5484696435687393,1.3312578623582196,1.6128183455960816,-0.10000407718777989,136
1.5945370611747005,1.3549708486506276,1.603561780519706,-0.0847652285980418,137
1.6598469045882165,1.3924661661332625,1.5904204943299705,-0.060292528972939276,138
1.747728640565897,1.4501306492714126,1.5681269835361447,-0.0031575951072074903,139
1.8105846486466952,1.510982688991459,1.5319165985819296,0.039434427383798175,140
1.8312286531573665,1.5565112001223202,1.502685398517378,0.047937413148237594,141
1.8190734813267124,1.5953445192852822,1.4988595280000474,0.07155463342491437,142
1.797604872774895,1.6356410468372562,1.5100474102416974,0.08994156458172202,143
1.7911186131391696,1.699630323007031,1.5361187023805707,0.040396528912324974,144
1.7839262443048927,1.773103780881313,1.5686084121579154,-0.0383677585857259,145
1.7377786508140343,1.8495067638971596,1.588502513128373,-0.12819154086943663,146
1.6201630717751538,1.898234170713158,1.603739343896198,-0.16011454046097476,147
1.4887857599649978,1.9279416476681555,1.618108824342127,-0.18261864326098654,148
1.3816400404854245,1.9489788918990627,1.619800868685747,-0.1795665573529832,149
1.49639448024179,1.3483629830190609,1.6010452793615457,-0.11991909671000638,150
